Age,Department,DistanceFromHome,EducationField,Education,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,JobRole,AnnualIncome,StockOptionLevel,TrainingTimesLastYear,JobInvolvement,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition
48,Research & Development,15,Other,4,Female,Married,8,10,8,2,7,6,Travel_Rarely,Research Scientist,85212,1,3,3,1,No,12,3,3,1,2,No
34,Research & Development,7,Medical,4,Male,Single,1,1,1,0,0,0,Travel_Rarely,Research Scientist,106992,0,4,3,1,No,13,3,1,4,1,No
55,Sales,26,Marketing,5,Male,Married,1,36,36,6,2,13,Travel_Rarely,Manager,705096,1,3,2,5,No,21,4,3,4,3,No
34,Research & Development,1,Life Sciences,4,Male,Married,9,9,2,2,2,1,Travel_Rarely,Research Scientist,197424,1,3,3,2,No,17,3,2,4,2,No
26,Research & Development,3,Life Sciences,3,Female,Married,1,1,1,0,0,0,Travel_Rarely,Research Scientist,74196,0,5,3,1,No,21,4,1,4,3,No
38,Sales,14,Life Sciences,3,Male,Married,0,10,9,8,7,7,Travel_Rarely,Sales Executive,357264,1,3,3,2,No,11,3,3,2,3,No
38,Sales,16,Life Sciences,3,Female,Single,2,8,3,2,1,2,Travel_Rarely,Sales Executive,151128,0,5,3,2,No,12,3,2,2,4,No
36,Sales,1,Life Sciences,4,Female,Single,6,15,1,0,0,0,Travel_Rarely,Sales Executive,245340,0,5,3,2,No,13,3,2,3,3,No
29,Research & Development,3,Medical,1,Male,Single,1,10,10,9,1,5,Travel_Rarely,Laboratory Technician,170028,0,3,3,1,Yes,18,3,2,1,3,No
35,Research & Development,10,Medical,4,Female,Single,3,10,5,2,0,4,Travel_Rarely,Healthcare Representative,221112,0,4,3,2,Yes,16,3,1,3,3,No
39,Sales,6,Medical,3,Male,Married,2,11,7,6,7,6,Travel_Rarely,Sales Executive,296532,1,3,4,3,No,11,3,4,3,3,No
29,Research & Development,2,Life Sciences,1,Male,Divorced,1,6,6,4,1,3,Travel_Frequently,Healthcare Representative,318708,1,0,3,2,No,19,3,1,4,4,No
50,Sales,9,Marketing,3,Male,Married,4,27,1,0,0,0,Travel_Rarely,Manager,695916,1,2,3,5,Yes,16,3,3,3,3,No
23,Research & Development,10,Technical Degree,3,Male,Married,2,4,2,2,2,2,Travel_Rarely,Research Scientist,74628,1,2,4,1,No,16,3,4,3,3,No
36,Research & Development,6,Life Sciences,4,Male,Married,3,9,3,2,0,2,Travel_Frequently,Laboratory Technician,200232,1,3,4,2,Yes,13,3,1,1,3,No
42,Research & Development,9,Other,2,Male,Single,8,24,1,0,0,1,Travel_Rarely,Manager,706068,0,2,2,5,No,22,4,4,4,3,No
35,Research & Development,28,Life Sciences,3,Male,Married,1,10,10,9,6,8,Travel_Rarely,Laboratory Technician,122652,2,3,4,2,No,17,3,2,3,2,No
34,Research & Development,10,Technical Degree,4,Male,Married,1,8,8,2,7,7,Travel_Frequently,Healthcare Representative,182268,1,3,2,2,No,14,3,4,3,2,No
40,Sales,14,Life Sciences,2,Female,Married,1,5,5,4,1,2,Travel_Rarely,Sales Executive,167004,1,2,3,2,No,15,3,4,1,3,No
43,Research & Development,27,Technical Degree,3,Male,Divorced,5,8,6,4,0,2,Travel_Rarely,Laboratory Technician,175536,1,0,4,1,No,12,3,4,2,3,No
35,Research & Development,7,Life Sciences,2,Male,Married,1,1,1,0,0,1,Travel_Rarely,Laboratory Technician,96840,1,5,2,1,No,18,3,3,4,2,No
46,Sales,1,Life Sciences,4,Male,Single,1,27,26,0,0,12,Travel_Rarely,Manager,632412,0,5,4,4,No,15,3,4,1,1,No
28,Research & Development,24,Medical,3,Male,Married,1,1,1,1,0,0,Travel_Rarely,Laboratory Technician,86688,3,3,3,1,Yes,17,3,3,2,3,Yes
22,Research & Development,26,Other,2,Female,Married,1,4,4,2,1,3,Non-Travel,Research Scientist,101304,0,2,2,1,Yes,14,3,2,3,2,No
50,Research & Development,20,Medical,5,Male,Married,2,32,30,8,12,13,Travel_Frequently,Healthcare Representative,404820,1,3,3,4,Yes,15,3,2,3,3,No
32,Research & Development,5,Other,4,Female,Married,3,6,3,2,0,2,Travel_Rarely,Research Scientist,119232,2,3,4,1,No,17,3,2,4,3,No
44,Research & Development,7,Medical,3,Female,Divorced,0,23,22,7,1,10,Travel_Rarely,Research Director,685764,1,4,3,5,Yes,14,3,2,4,2,No
30,Research & Development,7,Medical,3,Male,Married,1,6,6,4,1,1,Travel_Rarely,Research Scientist,77076,1,3,2,1,No,12,3,2,2,2,No
45,Research & Development,5,Medical,5,Female,Single,1,10,10,7,1,4,Travel_Rarely,Laboratory Technician,207684,0,3,1,2,Yes,14,3,3,1,3,No
45,Sales,26,Marketing,3,Male,Married,1,10,10,7,4,5,Non-Travel,Sales Executive,157860,1,2,2,2,No,15,3,1,1,3,No
31,Sales,2,Other,4,Male,Single,7,10,5,2,0,3,Travel_Frequently,Sales Executive,191952,0,3,3,2,No,13,3,4,1,3,No
36,Research & Development,12,Life Sciences,4,Female,Married,9,7,3,2,1,1,Travel_Rarely,Manufacturing Director,167868,2,2,3,2,Yes,12,3,3,3,3,No
34,Research & Development,10,Life Sciences,4,Male,Divorced,1,9,9,7,7,2,Travel_Frequently,Manufacturing Director,170064,1,3,4,2,No,13,3,3,4,3,No
49,Research & Development,25,Life Sciences,4,Female,Married,1,10,9,6,1,4,Travel_Rarely,Laboratory Technician,115596,1,3,3,1,No,14,3,3,1,2,No
39,Research & Development,10,Medical,5,Male,Married,2,10,7,7,7,7,Travel_Rarely,Manufacturing Director,193572,3,3,3,2,No,13,3,2,1,3,No
27,Research & Development,19,Other,3,Male,Divorced,1,7,7,7,0,7,Travel_Rarely,Laboratory Technician,146376,2,3,2,1,No,11,3,4,1,3,No
35,Research & Development,18,Life Sciences,5,Male,Married,1,16,16,15,1,10,Travel_Rarely,Research Scientist,187488,0,2,4,2,No,11,3,2,1,3,No
28,Research & Development,27,Medical,3,Female,Divorced,0,6,5,3,0,0,Travel_Rarely,Manufacturing Director,175572,1,5,1,2,No,21,4,2,1,2,No
21,Research & Development,5,Medical,1,Male,Single,1,3,2,2,2,2,Travel_Rarely,Research Scientist,112212,0,2,3,1,No,18,3,3,4,3,No
18,Sales,3,Medical,2,Female,Single,1,0,0,0,0,0,Travel_Frequently,Sales Representative,56484,0,2,3,1,Yes,12,3,2,4,4,Yes
47,Human Resources,26,Life Sciences,4,Female,Married,3,27,5,2,1,0,Travel_Rarely,Manager,707688,1,2,3,5,No,11,3,4,3,3,No
39,Research & Development,3,Medical,2,Male,Divorced,0,11,10,8,0,7,Travel_Rarely,Laboratory Technician,110484,1,3,2,2,No,15,3,3,3,3,No
40,Research & Development,15,Life Sciences,3,Female,Married,1,18,18,15,14,12,Travel_Rarely,Manufacturing Director,375660,2,2,2,3,No,13,3,1,3,3,No
35,Research & Development,8,Life Sciences,4,Female,Married,1,15,14,11,2,9,Non-Travel,Healthcare Representative,149328,1,5,3,2,No,12,3,3,3,3,No
37,Research & Development,19,Life Sciences,3,Male,Married,3,9,4,3,0,2,Travel_Rarely,Manufacturing Director,207648,3,2,3,2,No,17,3,3,3,2,No
39,Research & Development,4,Medical,3,Female,Single,0,10,9,2,3,8,Travel_Frequently,Manufacturing Director,181512,0,2,3,2,No,13,3,1,3,1,No
45,Research & Development,2,Other,2,Female,Divorced,1,10,10,7,3,9,Travel_Rarely,Manufacturing Director,207720,2,3,2,2,No,19,3,4,4,3,No
38,Research & Development,2,Medical,2,Female,Married,3,10,5,4,0,2,Travel_Rarely,Manufacturing Director,279216,1,6,2,3,Yes,19,3,4,3,4,No
35,Sales,10,Medical,3,Male,Married,9,15,13,12,6,0,Travel_Rarely,Sales Executive,371016,0,3,2,3,No,17,3,4,1,3,Yes
37,Research & Development,10,Medical,3,Female,Married,1,8,8,4,7,7,Travel_Rarely,Research Scientist,141696,1,2,3,1,No,11,3,2,2,1,No
40,Research & Development,16,Life Sciences,3,Female,Single,6,18,4,2,3,3,Travel_Rarely,Manufacturing Director,286020,0,2,3,3,Yes,15,3,3,4,2,No
44,Human Resources,1,Human Resources,5,Male,Married,4,14,10,7,0,2,Travel_Frequently,Human Resources,206748,0,3,3,2,Yes,11,3,1,4,3,No
48,Research & Development,4,Medical,5,Male,Married,2,23,2,2,2,2,Travel_Frequently,Manager,547272,1,3,2,4,No,25,4,3,4,3,No
35,Sales,15,Medical,2,Male,Divorced,6,7,2,2,2,2,Travel_Rarely,Sales Executive,195840,2,2,1,2,Yes,14,3,1,4,2,Yes
24,Research & Development,2,Technical Degree,1,Female,Single,1,6,6,3,1,3,Travel_Frequently,Research Scientist,135360,0,2,3,1,Yes,13,3,1,4,3,No
27,Research & Development,8,Medical,3,Female,Married,7,5,3,2,0,2,Travel_Rarely,Research Scientist,126612,0,0,4,1,No,17,3,2,3,3,No
27,Research & Development,2,Medical,3,Male,Single,2,6,4,2,1,2,Travel_Frequently,Research Scientist,92880,0,0,3,1,No,13,3,4,4,2,No
40,Research & Development,7,Life Sciences,3,Male,Single,3,10,4,2,0,3,Travel_Rarely,Laboratory Technician,77976,0,3,3,1,Yes,14,3,1,1,1,Yes
29,Sales,10,Medical,3,Male,Single,9,8,5,2,1,4,Travel_Rarely,Sales Executive,211284,0,2,2,2,No,11,3,3,3,3,No
36,Research & Development,5,Life Sciences,4,Female,Married,4,9,3,2,0,2,Travel_Rarely,Healthcare Representative,288288,2,6,3,3,No,12,3,2,1,3,No
25,Research & Development,2,Life Sciences,1,Male,Divorced,1,7,7,7,0,7,Travel_Frequently,Manufacturing Director,187416,2,6,4,2,No,17,3,4,3,3,No
39,Research & Development,12,Medical,3,Male,Married,4,7,5,4,1,0,Travel_Rarely,Manufacturing Director,190620,0,3,3,2,No,21,4,4,2,3,No
49,Research & Development,22,Other,4,Female,Married,3,27,4,2,1,2,Travel_Rarely,Research Director,590868,2,2,3,4,No,16,3,1,2,3,No
50,Research & Development,17,Life Sciences,5,Female,Divorced,5,19,14,11,1,11,Travel_Rarely,Research Director,477684,3,3,2,3,No,15,3,4,1,3,No
20,Sales,2,Medical,3,Female,Single,1,2,2,2,2,2,Travel_Rarely,Sales Representative,100188,0,3,3,1,No,19,3,3,3,3,No
34,Research & Development,3,Life Sciences,3,Female,Divorced,1,11,11,8,7,9,Travel_Rarely,Research Scientist,195588,1,2,3,2,No,12,3,4,2,3,No
36,Research & Development,7,Life Sciences,3,Male,Single,2,15,4,3,1,3,Travel_Rarely,Laboratory Technician,72468,0,4,3,1,No,11,3,1,2,3,No
49,Research & Development,6,Life Sciences,1,Female,Married,2,30,15,11,2,12,Travel_Rarely,Healthcare Representative,502776,1,3,2,4,Yes,19,3,3,3,3,No
36,Research & Development,1,Medical,4,Female,Married,0,4,3,2,1,2,Non-Travel,Manufacturing Director,157464,0,6,2,2,No,15,3,4,3,3,No
36,Research & Development,3,Life Sciences,2,Male,Divorced,6,13,5,4,0,4,Travel_Rarely,Healthcare Representative,246312,1,3,4,2,No,20,4,4,1,3,No
54,Research & Development,22,Medical,5,Female,Married,3,36,10,8,4,7,Travel_Rarely,Manager,627336,1,6,3,4,No,25,4,2,3,3,No
43,Research & Development,15,Life Sciences,2,Male,Married,1,14,14,10,6,11,Travel_Rarely,Research Director,633708,1,3,2,4,No,24,4,3,3,3,No
35,Sales,12,Other,4,Male,Single,3,13,11,9,6,7,Travel_Frequently,Sales Executive,164916,0,2,3,2,Yes,24,4,4,4,4,Yes
38,Research & Development,1,Life Sciences,3,Male,Married,7,19,13,11,2,9,Travel_Frequently,Research Scientist,170460,2,4,3,2,No,15,3,4,4,4,No
29,Sales,5,Medical,3,Male,Divorced,1,10,10,0,0,9,Travel_Rarely,Sales Executive,150732,1,3,2,2,Yes,13,3,1,2,2,No
33,Sales,2,Medical,4,Male,Divorced,1,6,6,2,0,4,Travel_Rarely,Sales Executive,198180,2,5,3,2,No,14,3,4,4,3,No
32,Research & Development,2,Medical,3,Male,Divorced,0,10,9,5,1,6,Travel_Rarely,Research Scientist,196920,2,4,3,2,No,13,3,4,2,2,No
31,Sales,5,Life Sciences,4,Female,Married,1,10,10,0,0,2,Travel_Rarely,Sales Executive,197136,2,2,3,2,No,11,3,1,4,3,No
49,Research & Development,16,Medical,3,Female,Divorced,4,17,2,2,2,2,Travel_Rarely,Laboratory Technician,93132,1,2,3,1,Yes,16,3,4,1,2,No
38,Research & Development,2,Medical,3,Female,Single,1,4,4,3,3,3,Travel_Frequently,Laboratory Technician,87840,0,3,2,1,No,22,4,4,2,3,No
47,Sales,2,Life Sciences,4,Female,Divorced,6,29,3,2,1,2,Travel_Rarely,Manager,574992,3,2,4,4,No,14,3,2,2,3,No
49,Research & Development,1,Life Sciences,3,Male,Single,4,23,8,7,0,0,Travel_Rarely,Manager,553644,0,2,3,4,No,14,3,3,3,3,No
41,Sales,23,Life Sciences,2,Male,Single,3,21,2,0,0,2,Travel_Rarely,Sales Executive,254952,0,2,3,3,Yes,16,3,4,3,3,No
20,Sales,9,Life Sciences,1,Male,Single,1,2,2,2,0,2,Travel_Rarely,Sales Representative,98208,0,3,3,1,No,11,3,4,1,3,No
33,Sales,16,Life Sciences,3,Female,Divorced,1,7,6,5,1,2,Non-Travel,Sales Executive,193248,1,2,3,2,Yes,25,4,3,4,3,No
36,Research & Development,26,Life Sciences,4,Male,Married,6,10,3,2,0,2,Travel_Rarely,Healthcare Representative,192492,2,2,3,2,No,14,3,1,3,2,No
44,Human Resources,1,Life Sciences,3,Female,Divorced,4,8,2,2,2,2,Travel_Rarely,Human Resources,115020,3,2,3,1,Yes,18,3,3,4,3,No
23,Research & Development,8,Medical,1,Male,Single,1,5,5,4,1,2,Travel_Rarely,Laboratory Technician,143604,0,2,2,1,Yes,11,3,4,3,3,Yes
38,Research & Development,4,Medical,2,Female,Married,7,7,0,0,0,0,Travel_Rarely,Laboratory Technician,119016,1,5,3,1,No,19,3,4,3,2,No
53,Research & Development,24,Medical,4,Male,Married,3,11,4,3,1,2,Travel_Rarely,Healthcare Representative,252180,0,2,4,3,No,15,3,2,4,3,No
48,Sales,7,Medical,2,Female,Married,2,19,9,7,7,7,Travel_Frequently,Sales Representative,95580,2,3,3,1,Yes,11,3,4,3,3,Yes
32,Research & Development,2,Life Sciences,4,Male,Single,1,1,1,0,0,0,Travel_Rarely,Laboratory Technician,50148,0,2,3,1,No,12,3,4,2,3,Yes
26,Research & Development,7,Medical,3,Male,Single,1,7,7,7,5,7,Non-Travel,Laboratory Technician,92520,0,5,3,1,No,20,4,4,4,3,No
55,Research & Development,22,Technical Degree,3,Male,Divorced,5,8,4,2,1,2,Travel_Rarely,Research Scientist,127332,1,1,2,1,No,12,3,1,2,3,No
34,Research & Development,5,Medical,2,Male,Married,1,15,15,10,4,13,Travel_Rarely,Laboratory Technician,143496,1,3,2,2,No,14,3,2,4,4,No
60,Research & Development,1,Medical,4,Male,Divorced,3,19,1,0,0,0,Travel_Rarely,Healthcare Representative,391788,1,2,1,3,No,20,4,3,4,4,No
33,Research & Development,21,Medical,3,Male,Married,1,14,14,11,2,13,Travel_Rarely,Laboratory Technician,73008,3,6,4,1,No,18,3,2,2,3,No
37,Sales,1,Medical,4,Male,Divorced,1,6,6,3,1,3,Travel_Frequently,Sales Executive,342900,2,2,1,2,No,14,3,3,4,2,No
34,Research & Development,19,Life Sciences,3,Female,Married,1,10,10,9,8,7,Travel_Rarely,Research Scientist,105444,0,3,2,1,No,12,3,2,4,3,No
23,Sales,7,Life Sciences,3,Male,Divorced,1,3,3,2,0,2,Travel_Rarely,Sales Representative,81900,1,2,3,1,Yes,21,4,3,4,3,Yes
44,Research & Development,2,Life Sciences,3,Female,Married,1,9,8,7,6,7,Travel_Rarely,Healthcare Representative,283644,1,2,4,3,Yes,19,3,3,4,3,No
35,Research & Development,2,Medical,4,Male,Single,0,6,5,4,1,4,Travel_Frequently,Research Scientist,177480,0,2,2,1,Yes,14,3,1,4,4,No
43,Sales,2,Medical,3,Male,Married,1,10,10,9,8,8,Travel_Rarely,Sales Executive,282492,1,3,3,2,Yes,17,3,4,4,3,No
24,Research & Development,9,Medical,3,Male,Married,1,5,5,3,0,4,Travel_Rarely,Research Scientist,158436,1,1,4,1,No,16,3,3,3,3,No
41,Sales,6,Marketing,3,Male,Single,1,10,10,8,8,7,Travel_Rarely,Sales Executive,332676,0,3,3,3,No,12,3,4,3,3,No
29,Research & Development,9,Medical,4,Female,Married,9,9,5,3,1,2,Travel_Rarely,Laboratory Technician,107064,1,2,3,1,No,17,3,4,3,3,No
36,Sales,2,Life Sciences,4,Female,Single,3,17,13,7,6,7,Travel_Rarely,Sales Representative,162072,0,2,3,2,No,15,3,3,4,2,No
45,Research & Development,1,Life Sciences,1,Male,Married,3,25,23,15,14,4,Non-Travel,Healthcare Representative,386928,1,3,2,3,No,23,4,3,3,2,No
24,Human Resources,22,Human Resources,1,Male,Married,1,1,1,0,0,0,Travel_Rarely,Human Resources,55980,1,2,1,1,No,11,3,4,3,3,Yes
47,Sales,9,Life Sciences,3,Male,Married,7,25,23,5,14,10,Travel_Frequently,Sales Executive,465696,0,3,1,4,No,11,3,3,3,1,Yes
26,Research & Development,17,Medical,4,Male,Married,1,3,3,2,0,2,Travel_Rarely,Laboratory Technician,82980,3,3,1,1,No,15,3,4,3,4,No
45,Research & Development,28,Technical Degree,2,Female,Single,1,21,21,6,8,6,Travel_Rarely,Research Director,601344,0,2,2,4,No,11,3,4,2,3,No
32,Research & Development,10,Life Sciences,3,Male,Married,6,10,5,2,1,3,Travel_Frequently,Research Scientist,123588,1,3,3,1,No,13,3,1,3,2,No
31,Research & Development,2,Life Sciences,4,Male,Married,1,6,5,2,0,3,Travel_Rarely,Laboratory Technician,125172,1,2,3,1,No,14,3,2,3,4,No
41,Human Resources,4,Human Resources,3,Male,Married,6,10,3,2,1,2,Non-Travel,Human Resources,231480,1,4,1,2,No,19,3,3,2,3,No
40,Research & Development,8,Life Sciences,2,Female,Married,2,18,1,0,0,0,Travel_Rarely,Manufacturing Director,234576,1,3,3,2,Yes,16,3,2,1,3,No
24,Research & Development,29,Medical,1,Male,Divorced,1,6,6,2,1,2,Travel_Rarely,Laboratory Technician,140652,3,2,3,1,No,13,3,2,1,4,No
46,Research & Development,13,Life Sciences,4,Male,Single,6,19,10,7,0,9,Travel_Rarely,Healthcare Representative,200232,0,3,3,2,No,14,3,3,2,3,No
35,Research & Development,27,Life Sciences,4,Male,Married,2,17,7,7,0,7,Travel_Rarely,Manufacturing Director,247788,1,3,3,2,No,16,3,4,3,3,No
30,Research & Development,16,Life Sciences,1,Male,Married,1,10,10,0,0,8,Travel_Rarely,Research Scientist,103032,1,2,3,1,No,12,3,2,4,2,No
47,Sales,2,Marketing,4,Male,Married,7,4,1,0,0,0,Non-Travel,Sales Executive,179208,1,3,3,2,No,11,3,3,2,1,No
46,Sales,2,Life Sciences,3,Male,Divorced,4,13,10,6,0,3,Travel_Rarely,Sales Executive,373248,1,5,3,3,Yes,12,3,3,4,2,No
36,Sales,13,Marketing,5,Male,Divorced,5,16,2,2,2,2,Travel_Rarely,Sales Executive,220824,3,3,2,2,Yes,13,3,2,1,3,Yes
32,Sales,1,Life Sciences,2,Male,Single,6,10,0,0,0,0,Travel_Rarely,Sales Executive,242460,0,2,1,2,No,15,3,1,2,3,Yes
23,Research & Development,4,Medical,1,Female,Single,1,3,3,2,1,2,Travel_Rarely,Laboratory Technician,118620,0,3,3,1,No,13,3,3,2,1,No
31,Research & Development,24,Technical Degree,1,Female,Single,2,9,5,4,1,4,Travel_Frequently,Manufacturing Director,188568,0,3,3,2,No,20,4,4,4,2,No
39,Research & Development,1,Life Sciences,3,Male,Married,1,9,9,8,5,8,Non-Travel,Laboratory Technician,232992,1,2,3,2,Yes,15,3,4,4,3,No
32,Sales,19,Life Sciences,3,Male,Married,3,10,4,3,0,2,Travel_Rarely,Sales Executive,345960,1,2,1,3,No,13,3,4,3,1,No
40,Sales,7,Medical,4,Male,Single,1,21,21,8,12,8,Travel_Rarely,Manager,713988,0,3,3,5,No,14,3,2,2,2,No
45,Human Resources,4,Life Sciences,3,Female,Married,4,9,5,0,0,3,Travel_Rarely,Human Resources,351216,2,2,1,3,No,21,4,3,3,4,No
30,Research & Development,2,Technical Degree,4,Female,Single,0,10,9,7,0,7,Travel_Frequently,Research Scientist,178848,0,2,2,1,No,16,3,4,1,3,No
24,Human Resources,10,Medical,3,Male,Married,0,3,2,2,2,1,Travel_Frequently,Human Resources,77220,1,2,3,1,No,14,3,1,4,3,No
30,Human Resources,8,Human Resources,3,Female,Divorced,6,6,4,2,1,2,Travel_Frequently,Human Resources,78480,1,0,2,1,No,11,3,3,4,2,Yes
31,Sales,5,Technical Degree,3,Male,Married,1,6,5,2,0,2,Travel_Rarely,Sales Executive,300456,1,3,3,2,No,19,3,1,3,3,No
27,Research & Development,8,Medical,3,Female,Single,1,6,6,2,1,4,Travel_Rarely,Research Scientist,124020,0,5,3,1,No,11,3,3,4,2,No
29,Sales,9,Marketing,3,Female,Single,1,2,2,2,2,2,Travel_Rarely,Sales Representative,99360,0,3,1,1,No,13,3,2,2,3,Yes
29,Research & Development,1,Life Sciences,3,Male,Single,8,10,3,2,0,2,Travel_Frequently,Healthcare Representative,226584,0,5,4,2,Yes,12,3,4,3,4,No
30,Sales,15,Marketing,2,Male,Divorced,2,12,7,7,1,7,Travel_Rarely,Sales Executive,257040,1,2,2,3,No,11,3,3,1,3,No
34,Research & Development,2,Medical,4,Male,Married,0,6,5,0,1,2,Travel_Rarely,Research Scientist,105552,3,3,4,1,Yes,14,3,4,4,3,No
33,Sales,2,Marketing,3,Female,Single,8,13,11,7,1,7,Non-Travel,Sales Executive,185292,0,2,3,2,No,15,3,4,2,2,No
49,Sales,11,Marketing,4,Female,Single,3,8,5,1,0,4,Travel_Rarely,Sales Executive,162252,0,1,3,2,No,12,3,4,4,4,No
33,Sales,16,Life Sciences,3,Female,Single,2,11,0,0,0,0,Travel_Rarely,Sales Executive,308304,0,2,3,3,Yes,20,4,1,1,2,Yes
38,Research & Development,2,Medical,2,Female,Married,4,9,6,1,0,5,Travel_Frequently,Laboratory Technician,88848,1,4,2,1,No,14,3,3,2,2,No
31,Sales,16,Marketing,4,Male,Married,2,10,1,0,0,0,Travel_Rarely,Sales Executive,293796,3,2,3,3,No,13,3,1,3,3,Yes
29,Research & Development,4,Technical Degree,3,Female,Divorced,1,1,1,0,0,0,Travel_Rarely,Research Scientist,75924,1,2,2,1,No,13,3,4,1,3,No
30,Research & Development,16,Life Sciences,3,Male,Married,3,10,7,0,1,7,Travel_Rarely,Healthcare Representative,190584,1,3,4,2,No,16,3,3,3,3,No
32,Research & Development,5,Technical Degree,4,Male,Single,2,12,7,7,0,7,Non-Travel,Research Scientist,97848,0,3,3,1,No,14,3,2,2,3,No
38,Research & Development,18,Medical,3,Male,Married,3,15,1,0,1,0,Travel_Rarely,Healthcare Representative,209196,1,2,1,2,Yes,16,3,2,4,3,No
43,Research & Development,17,Technical Degree,3,Male,Married,9,6,1,0,0,0,Travel_Frequently,Research Scientist,87732,1,4,2,1,Yes,16,3,3,3,3,Yes
42,Research & Development,12,Medical,3,Male,Divorced,8,7,5,3,0,4,Travel_Rarely,Laboratory Technician,99576,3,6,3,1,No,22,4,2,2,2,No
55,Research & Development,2,Medical,3,Male,Married,8,34,1,0,0,0,Travel_Rarely,Research Director,685368,3,2,2,5,No,12,3,3,1,3,No
33,Research & Development,4,Technical Degree,3,Male,Divorced,5,11,9,8,1,7,Non-Travel,Research Scientist,109980,2,2,3,2,No,15,3,4,2,2,No
41,Research & Development,9,Life Sciences,4,Male,Divorced,1,5,5,3,0,4,Travel_Rarely,Laboratory Technician,82404,2,2,3,1,No,20,4,3,1,3,No
34,Sales,10,Life Sciences,3,Male,Divorced,1,15,15,14,0,7,Non-Travel,Sales Executive,144036,1,3,3,2,Yes,14,3,4,3,3,No
53,Research & Development,1,Medical,4,Female,Married,4,27,3,2,0,2,Non-Travel,Manufacturing Director,466740,3,2,2,4,Yes,20,4,1,3,2,No
43,Human Resources,2,Life Sciences,3,Male,Single,0,10,9,7,1,8,Travel_Rarely,Human Resources,127404,0,5,3,1,No,13,3,2,4,3,No
34,Sales,3,Life Sciences,2,Female,Single,5,6,2,2,2,2,Travel_Rarely,Sales Executive,217044,0,3,1,2,No,12,3,4,4,3,No
21,Sales,7,Marketing,1,Male,Single,1,1,1,0,1,0,Travel_Rarely,Sales Representative,96444,0,3,3,1,No,13,3,2,2,3,Yes
38,Research & Development,6,Other,2,Female,Married,1,5,5,4,0,4,Travel_Rarely,Laboratory Technician,133272,1,3,2,1,No,11,3,4,3,3,No
22,Research & Development,8,Medical,1,Female,Married,1,1,1,0,0,0,Travel_Rarely,Laboratory Technician,86328,0,6,3,1,Yes,17,3,3,1,3,Yes
31,Sales,29,Marketing,4,Female,Married,1,13,12,7,5,7,Travel_Rarely,Sales Executive,196848,2,3,2,2,No,14,3,1,4,3,No
51,Research & Development,3,Technical Degree,3,Female,Married,2,15,2,2,2,2,Travel_Rarely,Manager,472176,0,2,3,3,No,11,3,1,3,3,No
37,Sales,9,Marketing,2,Male,Married,1,5,5,2,0,3,Travel_Rarely,Sales Executive,150804,2,2,2,2,No,14,3,2,2,3,No
46,Research & Development,2,Medical,4,Male,Divorced,7,24,2,1,2,2,Travel_Rarely,Research Director,695808,1,3,3,5,Yes,17,3,3,4,3,No
36,Research & Development,10,Life Sciences,3,Male,Married,7,15,12,8,5,7,Travel_Rarely,Healthcare Representative,299556,1,1,3,3,Yes,13,3,4,1,3,No
44,Research & Development,1,Medical,2,Male,Divorced,1,6,5,3,2,3,Travel_Frequently,Research Scientist,84312,3,2,3,1,Yes,12,3,3,2,2,Yes
37,Human Resources,8,Other,2,Male,Divorced,2,19,10,0,4,7,Travel_Rarely,Human Resources,146556,0,4,3,2,No,13,3,3,2,2,No
35,Sales,27,Life Sciences,3,Male,Single,1,10,10,7,7,7,Travel_Rarely,Sales Executive,209268,0,2,3,2,Yes,18,3,3,4,3,Yes
33,Research & Development,8,Life Sciences,4,Male,Married,6,14,10,8,7,6,Travel_Rarely,Research Scientist,113148,1,1,4,1,No,19,3,4,1,3,No
28,Research & Development,1,Life Sciences,3,Male,Married,1,5,5,3,0,3,Travel_Rarely,Research Scientist,73584,1,6,3,1,No,11,3,3,4,4,No
39,Research & Development,10,Medical,1,Male,Single,7,9,4,3,2,2,Travel_Rarely,Research Director,484704,0,3,3,3,No,21,4,3,3,3,No
46,Sales,26,Life Sciences,2,Male,Single,8,6,2,2,2,2,Non-Travel,Sales Executive,287676,0,3,2,2,No,15,3,2,2,3,No
40,Research & Development,2,Life Sciences,2,Female,Married,4,7,4,3,0,2,Travel_Rarely,Laboratory Technician,121572,1,5,3,1,No,17,3,3,1,2,No
42,Research & Development,13,Medical,3,Male,Married,5,10,0,0,0,0,Travel_Rarely,Healthcare Representative,199368,2,2,4,2,No,18,3,2,1,2,No
35,Research & Development,2,Medical,2,Male,Divorced,2,15,7,7,1,7,Non-Travel,Manufacturing Director,207432,1,6,3,2,No,14,3,2,4,3,No
38,Human Resources,2,Human Resources,3,Male,Divorced,5,13,11,10,3,8,Non-Travel,Human Resources,93312,3,3,3,1,No,13,3,1,2,3,No
34,Research & Development,9,Life Sciences,4,Male,Married,4,11,7,1,0,7,Travel_Frequently,Laboratory Technician,192456,1,3,3,2,No,17,3,4,1,2,Yes
37,Research & Development,10,Medical,4,Male,Single,1,10,10,3,0,8,Travel_Rarely,Manufacturing Director,151668,0,4,3,2,No,15,3,4,1,1,Yes
